applied voltage (volts)	measured current (nanoamps)
1.280000E+0	-7.999785E+1
1.285000E+0	-4.051926E+1
1.290000E+0	-4.380914E+1
1.295000E+0	-1.194764E+2
1.300000E+0	-9.644726E+1
1.305000E+0	-8.328773E+1
1.310000E+0	-1.227663E+2
1.315000E+0	-1.063169E+2
1.320000E+0	-1.128967E+2
1.325000E+0	-6.354843E+1
1.330000E+0	-9.973714E+1
1.335000E+0	-9.315738E+1
1.340000E+0	-6.354843E+1
1.345000E+0	-8.328773E+1
1.350000E+0	-9.315738E+1
1.355000E+0	-8.657761E+1
1.360000E+0	-4.051926E+1
1.365000E+0	-7.999785E+1
1.370000E+0	-1.063169E+2
1.375000E+0	-6.354843E+1
1.380000E+0	-1.194764E+2
1.385000E+0	-9.973714E+1
1.390000E+0	-1.063169E+2
1.395000E+0	-1.128967E+2
1.400000E+0	-9.973714E+1
1.405000E+0	-9.315738E+1
1.410000E+0	-9.644726E+1
1.415000E+0	-1.194764E+2
1.420000E+0	-9.973714E+1
1.425000E+0	-7.341808E+1
1.430000E+0	-9.973714E+1
1.435000E+0	-1.030270E+2
1.440000E+0	-8.328773E+1
1.445000E+0	-7.012820E+1
1.450000E+0	-8.986749E+1
1.455000E+0	-7.341808E+1
1.460000E+0	-1.096068E+2
1.465000E+0	-5.038890E+1
1.470000E+0	-8.657761E+1
1.475000E+0	-7.670796E+1
1.480000E+0	-8.328773E+1
1.485000E+0	-8.986749E+1
1.490000E+0	-7.012820E+1
1.495000E+0	-7.999785E+1
1.500000E+0	-5.038890E+1
1.505000E+0	-1.161866E+2
1.510000E+0	-1.194764E+2
1.515000E+0	-9.315738E+1
1.520000E+0	-7.341808E+1
1.525000E+0	-8.657761E+1
1.530000E+0	-1.096068E+2
1.535000E+0	-7.012820E+1
1.540000E+0	-9.315738E+1
1.545000E+0	-9.315738E+1
1.550000E+0	-6.354843E+1
1.555000E+0	-1.063169E+2
1.560000E+0	-1.063169E+2
1.565000E+0	-7.999785E+1
1.570000E+0	-7.341808E+1
1.575000E+0	-5.696867E+1
1.580000E+0	-6.354843E+1
1.585000E+0	-9.315738E+1
1.590000E+0	-9.644726E+1
1.595000E+0	-8.657761E+1
1.600000E+0	-7.670796E+1
1.605000E+0	-8.986749E+1
1.610000E+0	-6.683832E+1
1.615000E+0	-9.973714E+1
1.620000E+0	-1.523753E+2
1.625000E+0	-8.328773E+1
1.630000E+0	-8.657761E+1
1.635000E+0	-9.973714E+1
1.640000E+0	-1.128967E+2
1.645000E+0	-5.038890E+1
1.650000E+0	-7.999785E+1
1.655000E+0	-6.025855E+1
1.660000E+0	-5.038890E+1
1.665000E+0	-9.644726E+1
1.670000E+0	-1.194764E+2
1.675000E+0	-9.644726E+1
1.680000E+0	-1.063169E+2
1.685000E+0	-1.096068E+2
1.690000E+0	-5.696867E+1
1.695000E+0	-7.999785E+1
1.700000E+0	-7.999785E+1
1.705000E+0	-8.328773E+1
1.710000E+0	-9.973714E+1
1.715000E+0	-7.012820E+1
1.720000E+0	-8.657761E+1
1.725000E+0	-8.328773E+1
1.730000E+0	-8.986749E+1
1.735000E+0	-7.670796E+1
1.740000E+0	-9.644726E+1
1.745000E+0	-1.194764E+2
1.750000E+0	-7.999785E+1
1.755000E+0	-1.161866E+2
1.760000E+0	-9.315738E+1
1.765000E+0	-6.025855E+1
1.770000E+0	-1.326360E+2
1.775000E+0	-8.657761E+1
1.780000E+0	-8.986749E+1
1.785000E+0	-8.657761E+1
1.790000E+0	-6.025855E+1
1.795000E+0	-5.038890E+1
1.800000E+0	-1.161866E+2
1.805000E+0	-1.096068E+2
1.810000E+0	-7.999785E+1
1.815000E+0	-1.063169E+2
1.820000E+0	-1.457955E+2
1.825000E+0	-9.973714E+1
1.830000E+0	-7.341808E+1
1.835000E+0	-9.973714E+1
1.840000E+0	-8.657761E+1
1.845000E+0	-9.644726E+1
1.850000E+0	-1.096068E+2
1.855000E+0	-9.315738E+1
1.860000E+0	-1.128967E+2
1.865000E+0	-1.096068E+2
1.870000E+0	-5.367879E+1
1.875000E+0	-7.999785E+1
1.880000E+0	-9.973714E+1
1.885000E+0	-9.644726E+1
1.890000E+0	-8.986749E+1
1.895000E+0	-7.999785E+1
1.900000E+0	-7.999785E+1
1.905000E+0	-7.999785E+1
1.910000E+0	-1.194764E+2
1.915000E+0	-6.683832E+1
1.920000E+0	-1.128967E+2
1.925000E+0	-9.315738E+1
1.930000E+0	-8.986749E+1
1.935000E+0	-1.194764E+2
1.940000E+0	-6.025855E+1
1.945000E+0	-7.999785E+1
1.950000E+0	-9.973714E+1
1.955000E+0	-5.696867E+1
1.960000E+0	-1.260562E+2
1.965000E+0	-7.999785E+1
1.970000E+0	-7.670796E+1
1.975000E+0	-8.986749E+1
1.980000E+0	-4.380914E+1
1.985000E+0	-1.457955E+2
1.990000E+0	-8.657761E+1
1.995000E+0	-1.063169E+2
2.000000E+0	-7.999785E+1
2.005000E+0	-1.030270E+2
2.010000E+0	-9.315738E+1
2.015000E+0	-8.328773E+1
2.020000E+0	-9.315738E+1
2.025000E+0	-1.161866E+2
2.030000E+0	-7.999785E+1
2.035000E+0	-6.683832E+1
2.040000E+0	-7.012820E+1
2.045000E+0	-9.644726E+1
2.050000E+0	-1.063169E+2
2.055000E+0	-6.354843E+1
2.060000E+0	-8.657761E+1
2.065000E+0	-9.315738E+1
2.070000E+0	-6.354843E+1
2.075000E+0	-1.194764E+2
2.080000E+0	-8.657761E+1
2.085000E+0	-8.657761E+1
2.090000E+0	-6.683832E+1
2.095000E+0	-6.683832E+1
2.100000E+0	-1.030270E+2
2.105000E+0	-9.973714E+1
2.110000E+0	-9.973714E+1
2.115000E+0	-3.393949E+1
2.120000E+0	-8.657761E+1
2.125000E+0	-6.683832E+1
2.130000E+0	-8.986749E+1
2.135000E+0	-5.367879E+1
2.140000E+0	-7.341808E+1
2.145000E+0	-7.012820E+1
2.150000E+0	-7.012820E+1
2.155000E+0	-9.315738E+1
2.160000E+0	-8.328773E+1
2.165000E+0	-1.030270E+2
2.170000E+0	-9.315738E+1
2.175000E+0	-1.194764E+2
2.180000E+0	-6.025855E+1
2.185000E+0	-1.260562E+2
2.190000E+0	-6.683832E+1
2.195000E+0	-8.328773E+1
2.200000E+0	-8.657761E+1
2.205000E+0	-8.657761E+1
2.210000E+0	-6.683832E+1
2.215000E+0	-7.999785E+1
2.220000E+0	-9.973714E+1
2.225000E+0	-1.030270E+2
2.230000E+0	-8.328773E+1
2.235000E+0	-6.683832E+1
2.240000E+0	-4.709902E+1
2.245000E+0	-9.973714E+1
2.250000E+0	-8.328773E+1
2.255000E+0	-5.696867E+1
2.260000E+0	-1.063169E+2
2.265000E+0	-1.063169E+2
2.270000E+0	-8.657761E+1
2.275000E+0	-1.227663E+2
2.280000E+0	-8.657761E+1
2.285000E+0	-6.683832E+1
2.290000E+0	-1.490854E+2
2.295000E+0	-6.683832E+1
2.300000E+0	-8.328773E+1
2.305000E+0	-9.973714E+1
2.310000E+0	-8.328773E+1
2.315000E+0	-7.999785E+1
2.320000E+0	-8.657761E+1
2.325000E+0	-7.012820E+1
2.330000E+0	-7.341808E+1
2.335000E+0	-7.341808E+1
2.340000E+0	-1.030270E+2
2.345000E+0	-1.128967E+2
2.350000E+0	-9.973714E+1
2.355000E+0	-7.670796E+1
2.360000E+0	-8.657761E+1
2.365000E+0	-6.354843E+1
2.370000E+0	-7.999785E+1
2.375000E+0	-9.315738E+1
2.380000E+0	-1.030270E+2
2.385000E+0	-8.328773E+1
2.390000E+0	-6.025855E+1
2.395000E+0	-1.227663E+2
2.400000E+0	-9.315738E+1
2.405000E+0	-3.722937E+1
2.410000E+0	-1.063169E+2
2.415000E+0	-7.670796E+1
2.420000E+0	-1.128967E+2
2.425000E+0	-8.986749E+1
2.430000E+0	-8.986749E+1
2.435000E+0	-1.128967E+2
2.440000E+0	-7.341808E+1
2.445000E+0	-7.670796E+1
2.450000E+0	-1.030270E+2
2.455000E+0	-7.999785E+1
2.460000E+0	-9.644726E+1
2.465000E+0	-7.999785E+1
2.470000E+0	-1.161866E+2
2.475000E+0	-8.986749E+1
2.480000E+0	-7.670796E+1
2.485000E+0	-1.161866E+2
2.490000E+0	-8.986749E+1
2.495000E+0	-4.380914E+1
2.500000E+0	-7.999785E+1
2.505000E+0	-8.657761E+1
2.510000E+0	-1.392157E+2
2.515000E+0	-5.367879E+1
2.520000E+0	-6.683832E+1
2.525000E+0	-9.315738E+1
2.530000E+0	-7.012820E+1
2.535000E+0	-4.380914E+1
2.540000E+0	-1.293461E+2
2.545000E+0	-1.063169E+2
2.550000E+0	-9.315738E+1
2.555000E+0	-8.986749E+1
2.560000E+0	-9.644726E+1
2.565000E+0	-9.973714E+1
2.570000E+0	-1.227663E+2
2.575000E+0	-1.063169E+2
2.580000E+0	-9.973714E+1
2.585000E+0	-8.328773E+1
2.590000E+0	-6.354843E+1
2.595000E+0	-1.030270E+2
2.600000E+0	-7.999785E+1
2.605000E+0	-6.354843E+1
2.610000E+0	-6.354843E+1
2.615000E+0	-1.030270E+2
2.620000E+0	-1.030270E+2
2.625000E+0	-8.657761E+1
2.630000E+0	-8.986749E+1
2.635000E+0	-5.038890E+1
2.640000E+0	-1.194764E+2
2.645000E+0	-9.644726E+1
2.650000E+0	-7.670796E+1
2.655000E+0	-8.986749E+1
2.660000E+0	-1.063169E+2
2.665000E+0	-7.341808E+1
2.670000E+0	-1.096068E+2
2.675000E+0	-1.490854E+2
2.680000E+0	-1.293461E+2
2.685000E+0	-8.986749E+1
2.690000E+0	-9.315738E+1
2.695000E+0	-1.030270E+2
2.700000E+0	-1.030270E+2
2.705000E+0	-9.973714E+1
2.710000E+0	-7.670796E+1
2.715000E+0	-6.683832E+1
2.720000E+0	-5.367879E+1
2.725000E+0	-1.128967E+2
2.730000E+0	-6.025855E+1
2.735000E+0	-7.012820E+1
2.740000E+0	-7.999785E+1
2.745000E+0	-7.670796E+1
2.750000E+0	-9.315738E+1
2.755000E+0	-9.644726E+1
2.760000E+0	-5.038890E+1
2.765000E+0	-9.315738E+1
2.770000E+0	-6.354843E+1
2.775000E+0	-7.012820E+1
2.780000E+0	-9.973714E+1
2.785000E+0	-7.341808E+1
2.790000E+0	-8.986749E+1
2.795000E+0	-9.973714E+1
2.800000E+0	-9.644726E+1
2.805000E+0	-6.683832E+1
2.810000E+0	-1.128967E+2
2.815000E+0	-7.999785E+1
2.820000E+0	-8.986749E+1
2.825000E+0	-7.999785E+1
2.830000E+0	-9.315738E+1
2.835000E+0	-9.315738E+1
2.840000E+0	-9.644726E+1
2.845000E+0	-7.341808E+1
2.850000E+0	-1.392157E+2
2.855000E+0	-9.973714E+1
2.860000E+0	-1.063169E+2
2.865000E+0	-7.341808E+1
2.870000E+0	-9.315738E+1
2.875000E+0	-9.973714E+1
2.880000E+0	-8.986749E+1
2.885000E+0	-9.315738E+1
2.890000E+0	-6.354843E+1
2.895000E+0	-7.341808E+1
2.900000E+0	-1.096068E+2
2.905000E+0	-8.657761E+1
2.910000E+0	-9.973714E+1
2.915000E+0	-6.683832E+1
2.920000E+0	-8.657761E+1
2.925000E+0	-8.328773E+1
2.930000E+0	-8.657761E+1
2.935000E+0	-1.063169E+2
2.940000E+0	-7.999785E+1
2.945000E+0	-5.696867E+1
2.950000E+0	-6.354843E+1
2.955000E+0	-1.063169E+2
2.960000E+0	-1.128967E+2
2.965000E+0	-6.683832E+1
2.970000E+0	-5.696867E+1
2.975000E+0	-6.683832E+1
2.980000E+0	-9.644726E+1
2.985000E+0	-7.670796E+1
2.990000E+0	-1.063169E+2
2.995000E+0	-9.644726E+1
3.000000E+0	-8.986749E+1
3.005000E+0	-5.038890E+1
3.010000E+0	-1.030270E+2
3.015000E+0	-9.644726E+1
3.020000E+0	-6.683832E+1
3.025000E+0	-6.683832E+1
3.030000E+0	-9.973714E+1
3.035000E+0	-1.194764E+2
3.040000E+0	-9.973714E+1
3.045000E+0	-7.012820E+1
3.050000E+0	-8.657761E+1
3.055000E+0	-1.063169E+2
3.060000E+0	-9.315738E+1
3.065000E+0	-7.341808E+1
3.070000E+0	-8.657761E+1
3.075000E+0	-9.644726E+1
3.080000E+0	-8.657761E+1
3.085000E+0	-9.973714E+1
3.090000E+0	-7.341808E+1
3.095000E+0	-6.354843E+1
3.100000E+0	-1.128967E+2
3.105000E+0	-9.973714E+1
3.110000E+0	-7.341808E+1
3.115000E+0	-8.328773E+1
3.120000E+0	-1.293461E+2
3.125000E+0	-5.038890E+1
3.130000E+0	-8.328773E+1
3.135000E+0	-1.030270E+2
3.140000E+0	-9.644726E+1
3.145000E+0	-1.030270E+2
3.150000E+0	-1.096068E+2
3.155000E+0	-5.367879E+1
3.160000E+0	-1.128967E+2
3.165000E+0	-8.657761E+1
3.170000E+0	-7.999785E+1
3.175000E+0	-1.063169E+2
3.180000E+0	-7.670796E+1
3.185000E+0	-7.999785E+1
3.190000E+0	-8.328773E+1
3.195000E+0	-6.354843E+1
3.200000E+0	-7.999785E+1
3.205000E+0	-7.670796E+1
3.210000E+0	-7.999785E+1
3.215000E+0	-1.194764E+2
3.220000E+0	-1.293461E+2
3.225000E+0	-9.315738E+1
3.230000E+0	-8.657761E+1
3.235000E+0	-1.063169E+2
3.240000E+0	-7.670796E+1
3.245000E+0	-8.328773E+1
3.250000E+0	-7.012820E+1
3.255000E+0	-8.328773E+1
3.260000E+0	-6.354843E+1
3.265000E+0	-8.657761E+1
3.270000E+0	-5.696867E+1
3.275000E+0	-7.670796E+1
3.280000E+0	-7.012820E+1
3.285000E+0	-7.999785E+1
3.290000E+0	-9.315738E+1
3.295000E+0	-8.328773E+1
3.300000E+0	-7.670796E+1
3.305000E+0	-8.328773E+1
3.310000E+0	-5.696867E+1
3.315000E+0	-1.096068E+2
3.320000E+0	-6.025855E+1
3.325000E+0	-1.096068E+2
3.330000E+0	-9.973714E+1
3.335000E+0	-7.999785E+1
3.340000E+0	-8.986749E+1
3.345000E+0	-1.063169E+2
3.350000E+0	-9.315738E+1
3.355000E+0	-1.096068E+2
3.360000E+0	-6.683832E+1
3.365000E+0	-9.315738E+1
3.370000E+0	-6.683832E+1
3.375000E+0	-7.341808E+1
3.380000E+0	-1.293461E+2
3.385000E+0	-8.328773E+1
3.390000E+0	-1.030270E+2
3.395000E+0	-1.030270E+2
3.400000E+0	-9.644726E+1
3.405000E+0	-6.025855E+1
3.410000E+0	-8.657761E+1
3.415000E+0	-1.030270E+2
3.420000E+0	-9.973714E+1
3.425000E+0	-8.328773E+1
3.430000E+0	-8.986749E+1
3.435000E+0	-5.696867E+1
3.440000E+0	-9.644726E+1
3.445000E+0	-6.683832E+1
3.450000E+0	-8.657761E+1
3.455000E+0	-8.986749E+1
3.460000E+0	-7.670796E+1
3.465000E+0	-8.986749E+1
3.470000E+0	-7.012820E+1
3.475000E+0	-6.025855E+1
3.480000E+0	-7.670796E+1
3.485000E+0	-8.657761E+1
3.490000E+0	-7.999785E+1
3.495000E+0	-6.354843E+1
3.500000E+0	-9.315738E+1
3.505000E+0	-7.670796E+1
3.510000E+0	-9.973714E+1
3.515000E+0	-7.341808E+1
3.520000E+0	-1.030270E+2
3.525000E+0	-7.341808E+1
3.530000E+0	-5.696867E+1
3.535000E+0	-8.328773E+1
3.540000E+0	-7.670796E+1
3.545000E+0	-7.341808E+1
3.550000E+0	-1.194764E+2
3.555000E+0	-8.657761E+1
3.560000E+0	-8.657761E+1
3.565000E+0	-9.973714E+1
3.570000E+0	-5.367879E+1
3.575000E+0	-9.644726E+1
3.580000E+0	-7.341808E+1
3.585000E+0	-7.670796E+1
3.590000E+0	-1.096068E+2
3.595000E+0	-7.670796E+1
3.600000E+0	-9.644726E+1
3.605000E+0	-1.096068E+2
3.610000E+0	-5.367879E+1
3.615000E+0	-7.012820E+1
3.620000E+0	-6.354843E+1
3.625000E+0	-1.063169E+2
3.630000E+0	-9.644726E+1
3.635000E+0	-4.380914E+1
3.640000E+0	-9.973714E+1
3.645000E+0	-7.670796E+1
3.650000E+0	-7.999785E+1
3.655000E+0	-1.063169E+2
3.660000E+0	-7.999785E+1
3.665000E+0	-7.670796E+1
3.670000E+0	-1.425056E+2
3.675000E+0	-8.328773E+1
3.680000E+0	-1.030270E+2
3.685000E+0	-7.012820E+1
3.690000E+0	-8.657761E+1
3.695000E+0	-7.012820E+1
3.700000E+0	-9.644726E+1
3.705000E+0	-9.644726E+1
3.710000E+0	-8.986749E+1
3.715000E+0	-7.999785E+1
3.720000E+0	-8.657761E+1
3.725000E+0	-5.367879E+1
3.730000E+0	-9.315738E+1
3.735000E+0	-1.030270E+2
3.740000E+0	-1.030270E+2
3.745000E+0	-1.063169E+2
3.750000E+0	-7.341808E+1
3.755000E+0	-7.341808E+1
3.760000E+0	-3.722937E+1
3.765000E+0	-8.986749E+1
3.770000E+0	-8.328773E+1
3.775000E+0	-9.973714E+1
3.780000E+0	-9.973714E+1
3.785000E+0	-6.683832E+1
3.790000E+0	-7.999785E+1
3.795000E+0	-1.063169E+2
3.800000E+0	-8.986749E+1
3.805000E+0	-7.012820E+1
3.810000E+0	-9.644726E+1
3.815000E+0	-9.973714E+1
3.820000E+0	-3.722937E+1
3.825000E+0	-9.973714E+1
3.830000E+0	-1.030270E+2
3.835000E+0	-7.999785E+1
3.840000E+0	-7.670796E+1
3.845000E+0	-1.194764E+2
3.850000E+0	-7.999785E+1
3.855000E+0	-7.999785E+1
3.860000E+0	-9.973714E+1
3.865000E+0	-7.341808E+1
3.870000E+0	-7.341808E+1
3.875000E+0	-8.328773E+1
3.880000E+0	-8.986749E+1
3.885000E+0	-1.128967E+2
3.890000E+0	-8.657761E+1
3.895000E+0	-9.644726E+1
3.900000E+0	-8.986749E+1
3.905000E+0	-6.025855E+1
3.910000E+0	-7.341808E+1
3.915000E+0	-1.128967E+2
3.920000E+0	-7.670796E+1
3.925000E+0	-7.012820E+1
3.930000E+0	-5.367879E+1
3.935000E+0	-4.709902E+1
3.940000E+0	-1.030270E+2
3.945000E+0	-9.644726E+1
3.950000E+0	-6.354843E+1
3.955000E+0	-1.260562E+2
3.960000E+0	-1.030270E+2
3.965000E+0	-8.986749E+1
3.970000E+0	-8.657761E+1
3.975000E+0	-5.367879E+1
3.980000E+0	-9.973714E+1
3.985000E+0	-7.999785E+1
3.990000E+0	-6.025855E+1
3.995000E+0	-6.025855E+1
4.000000E+0	-1.063169E+2
